,dataid,status,foundation_pier_beam,foundation_slab,spend_time_at_home_none,spend_time_at_home_monday,spend_time_at_home_tuesday,spend_time_at_home_wednesday,spend_time_at_home_thursday,spend_time_at_home_friday,ethnicity_asian_pacific_islander,ethnicity_black_african_american,ethnicity_caucasian_other_than_hispanic_or_latino,ethnicity_hispanic_or_latino,ethnicity_native_american_alaska_native,ethnicity_other,ethnicity_decline,residents_under_5,residents_6_to_12,residents_13_to_18,residents_19_to_24,residents_25_to_34,residents_35_to_49,residents_50_to_64,residents_65_and_older,education_level,total_annual_income,pv_system_own,pv_system_size,pv_system_reason,pv_system_satisfied,pv_system_features_liked,pv_system_surprising_features,pv_system_questions_asked,pv_neg_factors_too_expensive,pv_neg_factors_uncertainty,pv_neg_factors_ugly,pv_neg_factors_resale_value_concerns,pv_neg_factors_none,pv_neg_factors_other,pv_pos_factors_independence,pv_pos_factors_no_emissions,pv_pos_rate_increase_protection,pv_pos_factors_none,pv_pos_factors_other,additional_solar_future,additional_solar_size,retrofits,retrofits_weather,hvac_sealed_duct_leak,energy_efficient_windows,new_hvac,added_space,new_dishwasher,new_clotheswasher,new_clothesdryer,new_refrigerator,new_oven,other_changes,hvac_central_air_gas_furnace,hvac_central_air_electric_heating,heat_pump_split,hvac_geothermal_heat_pump,hvac_window_unit_ac,hvac_ductless_minisplit,hvac_no_ans,ac_compressor_num,temp_setting_weekday_workday_sumr,temp_setting_weekday_morning_sumr,temp_setting_weekday_evening_sumr,temp_setting_weekday_sleeping_hr_sumr,temp_setting_weekend_daylight_sumr,temp_setting_weekday_workday_wintr,temp_setting_weekday_morning_wintr,temp_setting_weekday_evening_wintr,temp_setting_sleeping_hr_wintr,temp_setting_weekend_daylight_wintr,thermostat_brand,thermostat_is_programmable,thermostat_programming_level,any_annual_ac_svc,electronic_device_cable_box_number,electronic_device_dvr_number,electronic_device_router_number,electronic_device_gaming_sys_number,electronic_device_other,water_heater_type,water_heater_type_other,any_electric_vehicle,electric_vehicle_year,electric_vehicle_make,electric_vehicle_model,vehicle_chargn_home,vehicle_chargn_level2ev,vehicle_chargn_public,vehicle_chargn_work,vehicle_chargn_work_avail,vehicle_chargn_time,electric_vehicle_satisfied,electric_vehicle_features_liked,electric_vehicle_buy_reason_envir,electric_vehicle_buy_reason_save_money,electric_vehicle_buy_reason_new_tech_interest,electric_vehicle_buy_reason_performance,electric_vehicle_buy_reason_quietness,electric_vehicle_buy_reason_other_recommended,electric_vehicle_buy_again,any_family_frnd_living,any_family_frnd_living_details,have_dishwasher,have_clotheswasher_front_load,have_clotheswasher_top_load,have_water_softner,have_icemaker,have_swimming_pool,have_hot_tub,have_outdoor_sprinkler,have_landscape_water_feature,have_automated_drip_irrigation,have_water_garden,have_other_water_using_appliance,water_activity_watering_plants,water_activity_wash_vehicle,water_activity_wash_house_exterior,water_activity_other,water_line_broke_by_u,water_line_broke_by_someone,water_line_broke_by_u2,water_line_broke_by_someone2,low_level_water_leak_discovered_by_u,low_level_water_leak_discovered_by_someone,continuous_water_flow_discovered_by_you,continuous_water_flow_discovered_by_someone,continuous_water_flow_discovered_by_u2,continuous_water_flow_discovered_by_someone2,water_leak_caused_financial_cost,collect_water_rain,collect_water_rain_way,collect_water_rain_way_other,any_water_utility_prog_particiaption_no,any_water_utility_prog_particiaption_yes_rebates,any_water_utility_prog_particiaption_yes_coupons,any_water_utility_prog_particiaption_yes_consults,any_water_utility_prog_particiaption_other,any_water_utility_prog_particiaption_other2,any_irrigation_audit,any_water_conserve_prog,any_water_conserve_prog_useful,energy_saving_led,energy_saving_attic_insulation,energy_saving_efficient_windows,energy_saving_efficient_furnace,energy_saving_efficient_ac,energy_saving_efficient_water_heater,energy_saving_efficient_thermostat,energy_saving_add_caulking,energy_saving_replace_showerhead,energy_saving_renewable_sys,energy_saving_other,energy_spending_general_approach1,energy_spending_general_approach2,energy_spending_general_approach3,energy_development_oil,energy_development_wind,energy_development_natural_gas,energy_development_natural_gas_shale,energy_development_nuclear,energy_development_coal,energy_development_solar,energy_development_hydropower,energy_development_bioenergy,can_reduce_energy_consumption,know_steps_reduce_energy_consumption,cannot_reduce_energy_consumption,individual_responsible_energy_reduce,energy_reduce_regulation,energy_reduce_risky,can_lower_energy_use,energy_reduce_other_ways
50,1796,Complete,Pier and beam,,none,,,,,,Asian/Pacific Islander,,Caucasian,,,,,,2,,,,1,,,Postgraduate degree,"$50,000 - $74,999",No,,,,,,,Too expensive,,,,,,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,Window unit,,,2,80,80,76,76,76,60,68,68,66,68,Nest,Yes,Easy,No,1,,1,1,,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,Yes,Children 3 roughly half time.,,Clothes washing machine that is front loading,,,,,,,,,,,Hand watering plants,Hand washing vehicles,Pressure washing exterior structures or sidewalks,,,,,,,Someone you know,,Someone you know,,Someone you know,,Yes,Rain barrel,,,Yes - rebates,Yes -  coupons,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Neither,Slightly oppose,Neither,Strongly oppose,Strongly support,Neither,Strongly support,Neither,Slightly agree,Neither,Neither,Slightly agree,Slightly disagree,Neither,
51,1954,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,1,2,,,2,,,Postgraduate degree,"$300,000 - $1,000,000",Yes,6.21 kW,To reduce electricity bills and reduce environmental impact.,Very,Easy readouts with eGauge.,Actual performance vs. rated performance is much lower. ,Get a good roof with standing metal seams before you install solar panels. ,,,,,,,,,,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,Installed more energy efficient windows,Installed new HVAC system,2200 to 3400 sq. ft.,Installed a new dishwasher,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,Heat Pump,,,Mini-split system,,1,74,74,74,74,74,68,68,68,68,68,Honeywell,No,Moderately difficult,Yes,2,None,2,None,two computers are plugged in quite often.,Gas - tankless,,No,,,,,,,,No,,,,,,,,,,Yes,Yes,"Starting Aug 2017 my daughter will go to college and will only be home for holidays, etc.",Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,Hand washing vehicles,,,You,,You,,,,You,,You,,"I had a leak within my slab, and it took us weeks to discover it. It cost us hundreds of dollars to fix, and we caught it just in time to avoid thousands of dollars of slab damage.",Yes,Rain barrel,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Slightly support,Strongly support,Strongly support,Strongly support,Strongly support,Slightly oppose,Strongly support,Slightly support,Slightly support,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly agree,
52,2158,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,,,,,Decline to Respond,2,,,,1,1,,,Postgraduate degree,"$100,000 - $149,999",No,,,,,,,Too expensive,,,,,,Independence from the utility,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,76,76,76,72,76,68,68,68,68,68,Nest,Yes,Easy,No,None,None,1,None,Home server so that our files are always accessible.,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,,,,,,,,,Hand watering plants,,,,,,,,You,,,,,,Clogged AD drip line.  Damaged all the floors in our home.  ~$30k to repair.,No,,,No,,,,,,No,Yes,,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,,,Slightly disagree,Slightly agree,Slightly agree,Slightly support,Slightly support,Strongly support,Slightly oppose,Strongly support,Strongly oppose,Slightly support,Strongly support,Slightly oppose,Slightly agree,Slightly agree,Slightly disagree,Neither,Slightly disagree,Strongly disagree,Slightly agree,
53,2004,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,1,0,0,1,0,2,0,0,College graduate,"$150,000 - $299,000",No,,,,,,,,,,,,too much tree coverage,Independence from the utility,Emission-free electricity,,,green energy,Yes,12,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,80,78,79,78,79,72,72,72,70,72,westinghouse,Yes,Easy,No,1,1,1,None,"2 computers are left on, home NAS storage left on ",Gas - tank,,No,,,,,,,,I work from home,,,,,,,,,,Yes,Yes,my daughter comes home from college for the summer,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,,,,none,,Someone you know,,,You,,,Someone you know,,,broken drain line under house caused foundation issues,No,,,No,,,,,,No,No,none,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,,,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,,Strongly agree,Strongly agree,Slightly agree,Strongly oppose,Strongly support,Slightly support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,"It would be great to have community solar, like a system paid for by neighborhood owners but installed at the park.  Windsor Park has too many trees for solar panels.  All new construction should have solar if they bulldoze all trees in neighborhood."
54,2064,Complete,Pier and beam,,,Monday,Tuesday,Wednesday,Thursday,Friday,,,,Hispanic,,,,1,2,,,,3,,,College graduate,"$100,000 - $149,999",No,,,,,,,,,,,None,,,Emission-free electricity,Protection against future utility rate increases,,,Yes,6,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,Installed more energy efficient windows,Installed new HVAC system,,Installed a new dishwasher,Installed a new clothes-washer,Installed a new clothes-dryer,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,,,,,,2,76,74,74,75,74,69,69,69,68,68,Lennox,Yes,Easy,No,2,None,1,None,"Sound system, sonos",Gas - tankless,,Yes,2015,BMW,I3,0%,100%,0%,0%,No,When I arrive home,Very satisfied,"Power, speed, performance",Environmental benefit,,Interest in new technologies,Acceleration and performance of EVâ€™s,,Recommendations from other EV owners,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,Water softener,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,Automated drip irrigation,,,Hand watering plants,,,,,Someone you know,,Someone you know,,Someone you know,,Someone you know,,Someone you know,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,,Strongly agree,Neither,Neither,Slightly oppose,Strongly support,Neither,Neither,Neither,Strongly oppose,Strongly support,Slightly support,Strongly support,Neither,Strongly agree,Neither,Slightly agree,,Neither,Neither,
55,2084,Complete,,Slab,none,,,,,,,,Caucasian,,,,,0,0,1,0,0,0,2,0,College graduate,,No,,,,,,,,,,,,Too much shade,Independence from the utility,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,,,,,,Installed a new dishwasher,,,Installed a new refrigerator,Installed a new  range/oven,,,,Heat Pump,,,,,1,83,78,78,77,83,65,70,70,70,65,Cps home manager system,Yes,Easy,No,3,1,1,None,WiFi security camera,Electric - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,You,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,,Replace showerhead with water-efficient model,,,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Strongly support,Slightly support,Slightly oppose,Strongly oppose,Strongly support,Slightly support,Strongly support,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither,Strongly disagree,Strongly agree,
56,2094,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,2,1,,,1,1,,Postgraduate degree,"$50,000 - $74,999",Yes,?,reduce reliance on non-renewables,Somewhat satisfied,it seems to take care of itself,NA,the only thing anyone has ever asked was about maintenance.,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,78,76,76,76,78,68,68,68,68,68,honeywell,Yes,Moderately difficult,No,None,None,1,None,a lamp with a 20 watt bulb. it stays on most of the day and none of the night. ,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,Yes,daughter is away at school. home during june/july/august,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,You,Someone you know,,,,Someone you know,You,Someone you know,,,water drip under sinks (both kitchen and bath) that was unnoticed until enough damage was done to cabinets and walls.,No,,,No,,,,,,No,No,NA,,,,,,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Slightly agree,Slightly agree,Neither,Strongly oppose,Strongly support,Neither,Neither,Neither,Slightly oppose,Strongly support,Strongly support,Neither,Neither,Neither,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,we update the settings on our thermostat regularly to take in to account changes in our habits. 
57,2129,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,1,,College graduate,"$75,000 - $99,999",Yes,6.2,For the environment and to help my my bill,Very,Knowing that I am using the sum for my power,,Do the math and if it works get one,,,,,,,,,,,,Yes,12,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",,,,,,,Installed a new clothes-dryer,,,,Split system with gas furnace,,,,,,,1,75,75,75,73,75,75,75,75,73,75,Honeywell,No,Easy,No,5 or more,5 or more,1,2,,Gas - tank,,No,,,,,,,,I work from home,,,,,,,,,,No,Yes,Grandkids and Children visit often,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,Someone you know,,Someone you know,,,,,,,Neighbor had water line to home broken about 4 months ago,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Neither,Strongly support,Strongly support,Neither,Neither,Neither,Strongly support,Strongly support,Strongly support,Slightly agree,Neither,Neither,Strongly agree,Neither,Neither,Slightly agree,
58,2204,Complete,,Slab,,,Tuesday,,Thursday,Friday,,,,Hispanic,,,,,,,,1,1,,,Postgraduate degree,"$75,000 - $99,999",No,,,,,,,Too expensive,,,,,,Independence from the utility,Emission-free electricity,,,,No,,No,,,,,,,,,,,,,Central air system with electric heating,,,,,,1,81,79,78,78,78,72,74,74,74,73,Nest,Yes,Easy,No,None,None,1,None,There is usually a living room lamp on at all times. The only other devices we always have plugged in are Pecan Street devices (Blue Cube and HVAC device),Electric - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,,,,,,,,,Hand watering plants,,,,,,You,,,,You,,,,,Yes,Rain barrel,,No,,,,,,No,No,,,,,,,,Install a smart thermostat,,,,Installed protective film on some windows to reduce heat and UV rays affecting displayed artwork,Strongly agree,Strongly agree,Slightly disagree,Slightly oppose,Strongly support,Slightly support,Neither,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,
59,2322,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,2,,College graduate,"$150,000 - $299,000",No,,,,,,,Too expensive,,,,,,,Emission-free electricity,,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,,Installed new HVAC system,,Installed a new dishwasher,,,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,,,,,,2,78,78,78,78,78,68,68,68,68,68,Honeywell,No,Moderately difficult,Yes,1,1,1,None,"2 computers, one desktop, one laptop",Gas - tank,,No,,,,,,,,I work from home,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,Hand washing vehicles,,,,Someone you know,,Someone you know,,Someone you know,,Someone you know,,,small leak in cold water pipe in wall after kitchen remodel. Discovered after odor and mold apparent.,No,,,No,,,,,,Yes,Yes,Water-wise landscaping by the City of Dallas,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,,,,,Slightly agree,Slightly agree,Strongly agree,Slightly oppose,Strongly support,Neither,Neither,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Slightly agree,Neither,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,
60,2335,Complete,,Slab,none,,,,,,Asian/Pacific Islander,,Caucasian,,,,,2,,,,,2,,,Postgraduate degree,"$150,000 - $299,000",Yes,4.6?,we wanted to stay within the second tier of electricity ,Very,we forget they are there,,how much did they cost and do they make a difference ,,,,,,,,,,,,No,,Yes,,,Installed more energy efficient windows,,,,,,,,attic insulation in a portion of the house ,,Central air system with electric heating,,,,,,1,85,78,75,75,76,60,72,72,74,72,nest,Yes,Easy,No,None,None,1,None,,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,Yes,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,Someone you know,,,,,,Someone you know,,,"water leak in friends downstairs, all flooring and baseboards had to be repaired   three neighborhoods had broken pipes which resulted in very large water bills (+$500) ",Yes,Rain barrel,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,,,,Install a smart thermostat,,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Slightly disagree,Slightly agree,Slightly agree,Slightly oppose,Strongly support,Slightly support,Neither,Neither,Slightly oppose,Strongly support,Slightly support,Neither,Slightly agree,Neither,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither,
61,2337,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,,Hispanic,,,,,,,,,,,1,Postgraduate degree,"$50,000 - $74,999",Yes,29 panels,To get off the freakin' grid!!!,Very,No electric bill.,None,Cost benefit,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,76,74,73,73,76,70,70,70,70,70,Honeywell,No,,Yes,1,None,1,None,None,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,You,,You,,,,,,,,"Sprinkler system, which has since been disabled, sprung a big leak.",No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,,Replace showerhead with water-efficient model,,,Slightly agree,Neither,Slightly agree,Strongly oppose,Strongly support,Slightly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Neither,Neither,Slightly agree,Neither,Slightly agree,Strongly disagree,Slightly disagree,Neither,
62,2345,Complete,,Slab,none,,,,,,,,Caucasian,,,,,,,,,,2,,,College graduate,"$150,000 - $299,000",Yes,6 kW,Environmental Reasons,Very,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Central air system with electric heating,,,,,,1,82,82,77,70,77,65,65,65,65,65,Honeywell,Yes,Easy,Yes,3,3,2,2,ceiling fans - for pet,Gas - tank,,No,,,,,,,,Yes,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,,Hand watering plants,,,,You,,,,,,You,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Neither,Slightly disagree,Neither,Neither,Strongly support,Neither,Neither,Neither,Slightly oppose,Strongly support,Neither,Neither,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,
63,2365,Complete,Pier and beam,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,1,1,,,,2,,,Postgraduate degree,"$150,000 - $299,000",Yes,5.6,"climate, air quality, helping to stimulate a market",Somewhat satisfied,,,,,,,,,,,,,,,No,,Yes,,,,Installed new HVAC system,,,,,,,,Split system with gas furnace,,,,,,,2,74,78,78,80,78,68,68,68,68,68,"nest. from pecan street, thank you very much.",Yes,Moderately difficult,No,2,1,1,None,,Gas - tankless,,Yes,2015,tesla,s 70,,100%,,,Yes,,Very satisfied,Not buying gasoline,Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,i water the lawn with a hose alot,Hand watering plants,,Pressure washing exterior structures or sidewalks,,,,,,,,,,,,,Yes,Rain barrel,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Slightly agree,Strongly agree,Strongly oppose,Strongly support,Slightly support,Slightly oppose,Slightly oppose,Strongly oppose,Strongly support,Slightly support,Slightly oppose,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,
64,2470,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,Hispanic,,,,0,0,0,0,1,1,0,0,Postgraduate degree,"$100,000 - $149,999",Yes,3.5,Energy efficiency and reduce cost of electricity and smaller footprint.,Very,"The collection of solar power, reduction of energy bill.",,Cost of system and installation.,,,,,,,,,,,,No,,Yes,,,,,,Installed a new dishwasher,,,,Installed a new  range/oven,,,,,,,,,1,79,79,79,76,79,70,69,70,69,70,Honeywell,No,Easy,No,None,None,1,None,,Gas - tank,,Yes,2012,Chevrolet ,Volt,0%,100%,0%,0%,I work from home,I manually delay the time I start charging my vehicle,Very satisfied,Environmental and societal benefits,Environmental benefit,Saving money on gasoline,Interest in new technologies,,,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,,,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,You,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,,,,,Slightly disagree,Slightly agree,Strongly agree,Neither,Strongly support,Slightly oppose,Neither,Neither,Slightly oppose,Strongly support,Strongly support,Slightly support,Slightly agree,Neither,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,
